id,,,RIL_1,RIL_103,RIL_104,RIL_113,RIL_115,RIL_12,RIL_123,RIL_124,RIL_131,RIL_136,RIL_143,RIL_146,RIL_147,RIL_15,RIL_150,RIL_154,RIL_155,RIL_16,RIL_164,RIL_166,RIL_171,RIL_174,RIL_175,RIL_176,RIL_182,RIL_183,RIL_184,RIL_187,RIL_190,RIL_193,RIL_198,RIL_199,RIL_2,RIL_201,RIL_204,RIL_205,RIL_206,RIL_207,RIL_208,RIL_21,RIL_211,RIL_212,RIL_213,RIL_215,RIL_222,RIL_223,RIL_225,RIL_228,RIL_229,RIL_23,RIL_232,RIL_234,RIL_235,RIL_240,RIL_242,RIL_243,RIL_248,RIL_25,RIL_250,RIL_251,RIL_253,RIL_255,RIL_256,RIL_259,RIL_264,RIL_265,RIL_267,RIL_268,RIL_270,RIL_277,RIL_281,RIL_282,RIL_284,RIL_285,RIL_288,RIL_289,RIL_290,RIL_294,RIL_30,RIL_300,RIL_301,RIL_303,RIL_308,RIL_31,RIL_311,RIL_318,RIL_325,RIL_329,RIL_332,RIL_337,RIL_339,RIL_340,RIL_341,RIL_344,RIL_346,RIL_347,RIL_353,RIL_354,RIL_355,RIL_357,RIL_359,RIL_36,RIL_360,RIL_363,RIL_373,RIL_376,RIL_380,RIL_39,RIL_42,RIL_46,RIL_53,RIL_60,RIL_63,RIL_65,RIL_66,RIL_69,RIL_7,RIL_70,RIL_73,RIL_76,RIL_80,RIL_89,RIL_9,RIL_93,RIL_5,RIL_18,RIL_20,RIL_29,RIL_41,RIL_44,RIL_52,RIL_56,RIL_68,RIL_78,RIL_88,RIL_194,RIL_195,RIL_231,RIL_236,RIL_261,RIL_278,RIL_307,RIL_312,RIL_328,RIL_331,RIL_348,RIL_352,RIL_366,RIL_367,RIL_368,RIL_370
A08x18983504,A08,62.2044667156264,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19030325,A08,63.0309772640514,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19036742,A08,63.4391014525948,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19039566,A08,63.847267651078,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19046470,A08,64.2554338495265,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19111798,A08,64.6636000481174,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19167279,A08,65.0715939687748,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19238852,A08,67.2182339705323,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19296692,A08,67.6262278911897,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19323815,A08,68.034394090634,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19395368,A08,68.4425518257038,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19396976,A08,68.8504551893315,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19582719,A08,71.9356999661787,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19588369,A08,72.7618556698922,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19664282,A08,74.4571703097655,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19676402,A08,74.8651663672913,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19709873,A08,75.6917196348084,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x19862190,A08,76.0998438232806,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20032751,A08,76.5080100218339,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20069136,A08,76.9160915061456,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20128470,A08,78.171390916704,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20179260,A08,80.3178027449212,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20250515,A08,82.012980233905,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20266527,A08,82.420933587395,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20440502,A08,83.6764112145397,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20604270,A08,84.0844221684079,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20722503,A08,85.1970642091681,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20679206,A08,85.1970642591681,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08x20766708,A08,85.7370992621651,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
